sr_number,sr_type,sr_short_code,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,legacy_sr_number,parent_sr_number,community_area,ward,electrical_district,electricity_grid,police_sector,police_district,police_beat,precinct,sanitation_division_days,x_coordinate,y_coordinate,latitude.x,longitude.x,location,bldg_id,latitude.y,longitude.y,complaint_violation,bldg_sq_fo,shape_area,stories,year_built,bldg_condi,graffiti_address,one_light_address,pot_holes_address,all_lights_address,tree_trims_address,tree_debris_address,alley_lights_address,garbage_carts_address,sanitation_code_address,rodent_baiting_address,abandoned_vehicles_address,abandoned_buildings_address,graffiti_community,one_light_community,pot_holes_community,all_lights_community,tree_trims_community,tree_debris_community,alley_lights_community,garbage_carts_community,sanitation_code_community,rodent_baiting_community,abandoned_vehicles_community,abandoned_buildings_community,hardship_index,complaint_violations,permit_violations,periodic_violations,registration_violations,logistic_probs,logistic_preds,lda_probs,lda_preds,gbm_probs,gbm_preds,log_rank,lda_rank,gbm_rank
sr19-00076275,building violation,bba,,open,phone call,2019-01-16,01/16/2019 09:09:24 pm,,2544 n avers ave,NA,NA,60647,2544,n,avers,ave,FALSE,FALSE,NA,,22,31,3,g016,2,25,2524,39,friday,1150189.449,1916815.142,41.92765664,-87.72353887,"(41.927656641625106, -87.72353886654406)",255963,41.92772806,-87.72334502,1,0.872782512,0.300147648,0.48462478,-17.18050097,sound,1.098612289,0,0,0,0,0,0,0,0,0,0.693147181,0,4.433376233,0.603432003,0.998198198,0.324066924,0.509309309,0.159330759,0.244530245,0.642728443,0.342857143,1.062548263,0.415444015,0.032175032,-25.89042715,0,0,0,0,0.017233645,0,0.007430882,0,0.016243798,0,0.51267591,0.462032508,0.48907618
sr19-00063286,no building permit and construction violation,bbd,,open,phone call,2019-01-14,01/14/2019 05:32:07 pm,,6720 w dakin st,NA,NA,60634,6720,w,dakin,st,FALSE,FALSE,NA,,17,38,3,z113,3,16,1632,8,tuesday,1130751.893,1925482.037,41.95179673,-87.79476538,"(41.951796725006524, -87.79476538128374)",161087,41.9516763,-87.794679,0,0.225259057,-0.191448585,0.48462478,-24.18050097,sound,0,1.609437912,0,0,0,1.386294361,0,0.693147181,0,0.693147181,0,0,0.418301745,0.509977457,0.672288553,0.210069299,0.605994823,0.167821658,0.217249729,0.517909326,0.096184353,0.272188361,0.374050263,0.014360858,-20.89042715,1.098612289,0,0,0,0.024916428,0,0.02863661,1,0.046974661,1,0.693073687,0.841350158,0.869583009
sr19-00063326,building violation,bba,,open,phone call,2019-01-14,01/14/2019 05:37:54 pm,,5859 n elston ave,NA,NA,60646,5859,n,elston,ave,FALSE,FALSE,NA,,11,39,1,b007,2,16,1622,23,tuesday,1136387.393,1938766.287,41.98815089,-87.77372998,"(41.988150885301465, -87.77372998361257)",47332,41.98802741,-87.77389025,0,0.797396993,0.286392273,0.48462478,28.81949903,sound,0,0.693147181,0,0,0,0,0,1.609437912,0.693147181,0.693147181,0.693147181,0,0.462348974,0.418937904,0.792076426,0.214245575,0.542287159,0.187271706,0.211576285,0.414582748,0.100028098,0.315678561,0.377072211,0.010677157,-23.89042715,1.386294361,0,0,0,0.033235691,1,0.069380386,1,0.061086674,1,0.795351301,0.895429195,0.90214052
sr19-00063333,building violation,bba,,open,phone call,2019-01-14,01/14/2019 05:38:34 pm,,8010 s western ave,NA,NA,NA,8010,s,western,ave,FALSE,FALSE,NA,,70,18,11,j041,3,8,835,14,wednesday,1161667.488,1851374.439,41.74784847,-87.68318165,"(41.74784846828797, -87.68318164877712)",626422,41.74784064,-87.6831759,0,1.027229532,1.20318653,0.48462478,28.81949903,sound,0,0,0,0,0,0,0,0,0,0,0,0,0.64929972,0.845378151,0.640816327,0.372789116,0.453781513,0.249539816,0.295398159,0.661864746,0.162144858,0.27354942,0.204721889,0.023689476,-11.89042715,0,0,0,0,0.016395745,0,0.009769958,0,0.022868313,0,0.480261723,0.595862284,0.682223607
sr19-00063408,building violation,bba,,open,phone call,2019-01-14,01/14/2019 05:46:33 pm,,9913 s sangamon st,NA,NA,60643,9913,s,sangamon,st,FALSE,FALSE,NA,,73,34,13,n046,3,22,2232,44,tuesday,1171810.632,1839011.958,41.71370776,-87.6463755,"(41.713707762750595, -87.64637550109217)",716040,41.71369994,-87.64636976,0,-0.159121671,0.084720769,-0.51537522,0.819499028,sound,0,0.693147181,0,0.693147181,1.791759469,0,0,0,0,0,0,0,0.047619048,1.063955509,0.686247248,0.509095122,0.60456494,0.389526127,0.352334608,0.707681613,0.252693778,0.194878925,0.194299618,0.088170548,-0.890427149,0,0,0,0,0.017605018,0,0.008623068,0,0.014017959,0,0.525334164,0.541523602,0.372125461
sr19-00063410,building violation,bba,,open,phone call,2019-01-14,01/14/2019 05:46:55 pm,,5955 s union ave,NA,NA,60621,5955,s,union,ave,FALSE,FALSE,NA,,68,20,11,o036,1,7,711,36,monday,1172734.765,1865166.055,41.7854577,-87.64222161,"(41.78545769539479, -87.64222160822027)",512096,41.78559818,-87.64235368,0,0.304310193,-0.128116375,0.48462478,-46.18050097,needs minor repair,0,0,0.693147181,0,0,0,0,0.693147181,1.609437912,0,0,0,0.208854088,1.055865081,0.55609095,0.594338202,0.437735281,0.306128595,0.264418009,0.687547056,0.373136576,0.588164433,0.159162777,0.404908899,45.10957285,2.833213344,0,0,0,0.31350924,1,0.801906027,1,0.24431434,1,0.996207094,0.993498468,0.995517474
sr19-00063489,no building permit and construction violation,bbd,,open,phone call,2019-01-14,01/14/2019 05:57:14 pm,,8017 s parnell ave,NA,NA,60620,8017,s,parnell,ave,FALSE,FALSE,NA,,44,17,11,o041,2,6,621,39,tuesday,1174090.973,1851643.632,41.74832055,-87.63765015,"(41.748320554233594, -87.6376501518354)",623683,41.74835544,-87.63773647,0,-0.141090169,-0.212791484,-0.51537522,-32.18050097,needs minor repair,0,0,0.693147181,0,1.098612289,0,0,1.098612289,0,0,0,0.693147181,0.076233784,1.139226963,0.720877357,0.515848602,0.567339842,0.3620436,0.342650796,0.685569079,0.305202621,0.18871205,0.314029691,0.128794971,11.10957285,4.143134726,0,0,0,0.228578823,1,0.751440813,1,0.134851169,1,0.991037025,0.991880355,0.973931557
sr19-00063666,building violation,bba,,completed,phone call,2019-01-14,01/14/2019 10:27:28 pm,01/14/2019 10:27:26 pm,7843 s paulina st,NA,NA,60620,7843,s,paulina,st,FALSE,FALSE,NA,,71,17,11,l040,1,6,611,38,thursday,1166462.666,1852514.901,41.75087729,-87.66557812,"(41.750877288804354, -87.66557811656936)",615291,41.75086976,-87.66573209,1,0.411043393,-0.123837378,0.48462478,-5.180500972,needs minor repair,0,0,0.693147181,0,0,0,0.693147181,0.693147181,0,0,0,0,0.110977288,1.093943565,0.77279766,0.532518926,0.596180317,0.344459738,0.410099794,0.84901927,0.345320028,0.400550585,0.233052306,0.155282175,25.10957285,0,0,0,0,0.028898126,1,0.014283329,0,0.027141981,1,0.750052448,0.721975386,0.751110765
sr18-00216363,building violation,bba,,completed,phone call,2018-12-20,01/17/2019 05:00:55 pm,01/14/2019 06:16:51 pm,7528 s ashland ave,NA,NA,60620,7528,s,ashland,ave,FALSE,FALSE,NA,,71,17,11,l040,1,6,611,26,thursday,1166976.161,1854643.092,41.75669856,-87.66362996,"(41.75669856, -87.66362996)",598003,41.75670804,-87.66374071,0,2.295740858,2.354182214,-0.51537522,34.81949903,needs minor repair,0,0,1.386294361,0,1.098612289,0,0.693147181,0,0,0,0,0,0.110977288,1.093943565,0.77279766,0.532518926,0.596180317,0.344459738,0.410099794,0.84901927,0.345320028,0.400550585,0.233052306,0.155282175,25.10957285,0,0.693147181,0,0,0.047270645,1,0.027379974,1,0.031056036,1,0.877071195,0.836990185,0.793626214
sr18-00230532,building violation,bba,,completed,phone call,2018-12-24,01/16/2019 11:18:38 pm,01/14/2019 06:16:41 pm,7347 s ashland ave,NA,NA,60636,7347,s,ashland,ave,FALSE,FALSE,NA,,67,17,11,m039,3,7,734,23,thursday,1167062.004,1855783.04,41.759825,-87.663284,"(41.759825, -87.663284)",592475,41.7598249,-87.66328282,0,2.125841821,2.11189764,-0.51537522,61.81949903,sound,0.693147181,0.693147181,0.693147181,0,0,0,0,0,0,0.693147181,0,0,0.237799093,0.932644672,0.571729735,0.476019817,0.560556551,0.358068936,0.268999684,0.874565194,0.324971013,0.62749025,0.162643618,0.399915674,40.10957285,0,0,0,0,0.040465831,1,0.026267483,1,0.034303737,1,0.847328244,0.832524277,0.819060082
sr19-00063776,building violation,bba,,open,phone call,2019-01-14,01/14/2019 06:35:06 pm,,7130 s michigan ave,NA,NA,60619,7130,s,michigan,ave,FALSE,FALSE,NA,,69,6,12,q039,2,3,323,32,tuesday,1178327.267,1857626.081,41.76464203,-87.62194575,"(41.76464203416218, -87.62194574685397)",576178,41.7646342,-87.62194001,0,0.121988636,-0.10076376,0.48462478,-19.18050097,sound,0,0,0,0,0,0,0,1.386294361,0,0,0,0,0.105430867,1.162787476,0.853006373,0.632169576,0.604045442,0.37364921,0.35231366,0.751593239,0.38182322,0.338875035,0.298974785,0.221806595,17.10957285,0,0,0,0,0.025110201,0,0.012074943,0,0.022498707,0,0.69623929,0.674080075,0.675889287
sr19-00063802,building violation,bba,,open,phone call,2019-01-14,01/14/2019 06:39:02 pm,,5022 s hermitage ave,NA,NA,60609,5022,s,hermitage,ave,FALSE,FALSE,NA,,61,20,8,l033,3,9,931,20,wednesday,1165467.935,1871262.143,41.8023433,-87.66869235,"(41.802343303642836, -87.66869234946314)",458828,41.80233546,-87.6686866,0,-0.229987787,-0.472183609,0.48462478,-17.18050097,needs minor repair,1.098612289,1.386294361,0,0.693147181,0,0.693147181,0,0,0,0,1.791759469,0,1.742095328,0.797781973,0.722510618,0.449032563,0.469915054,0.175318546,0.266517225,0.643817839,0.230651251,0.521236432,0.263921661,0.204931571,42.10957285,0,0,0,0,0.033421849,1,0.016251288,1,0.024206148,1,0.797079504,0.753814197,0.704030742
sr19-00063811,building violation,bba,,open,phone call,2019-01-14,01/14/2019 06:40:55 pm,,29 n leclaire ave,NA,NA,60644,29,n,leclaire,ave,FALSE,FALSE,NA,,25,28,6,d022,3,15,1533,12,wednesday,1142438.138,1899832.125,41.88120106,-87.75244482,"(41.881201060149465, -87.75244481572197)",864231,41.88119321,-87.75243903,1,0.082767923,1.051451254,-1.51537522,-8.180500972,unknown,0,0,0,0,0,0,0,0.693147181,0,0,0,0,0.291315906,0.830305716,0.749556934,0.490031015,0.603289765,0.423072663,0.392334958,0.970591493,0.283285335,0.446665928,0.294915817,0.117634027,24.10957285,0,0,2.397895273,0,0.055775387,1,0.101366072,1,0.049117764,1,0.900632497,0.912773537,0.875756348
sr19-00063928,building violation,bba,,open,phone call,2019-01-14,01/14/2019 06:56:21 pm,,2633 s harding ave,NA,NA,60623,2633,s,harding,ave,FALSE,FALSE,NA,,30,22,8,g028,3,10,1031,4,friday,1150543.527,1886061.925,41.84325959,-87.72304143,"(41.843259591957406, -87.72304143435682)",399108,41.84325175,-87.72303566,0,0.7647097,-0.035443208,0.48462478,-35.18050097,sound,0,0,0,0,0,0,0,0,0,0,0,0,5.013205155,0.70832453,0.774878513,0.370800761,0.601521234,0.106169449,0.282484682,0.59011198,0.176526516,0.384956687,0.322945278,0.046693429,47.10957285,0,0,0,0,0.020073453,0,0.007775714,0,0.017255241,0,0.595218362,0.489124994,0.531361064
sr19-00063974,building violation,bba,,open,web,2019-01-14,01/14/2019 07:03:03 pm,,10720 s western ave,NA,NA,NA,10720,s,western,ave,FALSE,FALSE,NA,,75,19,13,j048,1,22,2212,31,monday,1162287.186,1833377.617,41.69844938,-87.68141027,"(41.698449375655706, -87.68141027187494)",754466,41.69843976,-87.68151492,0,0.746927567,0.82201492,-0.51537522,-1.180500972,sound,0,1.609437912,0,0,1.098612289,1.098612289,0,0,0,0,0,0,0.045777535,0.905711943,0.694315387,0.462694725,0.522547144,0.759087182,0.26386991,0.620524734,0.118065045,0.171494944,0.114648811,0.06176551,-18.89042715,2.564949357,0,0,0,0.065961304,1,0.200199963,1,0.09484232,1,0.918926105,0.94349691,0.946880615
sr19-00064035,building violation,bba,,completed,phone call,2019-01-14,01/18/2019 07:56:08 pm,01/18/2019 07:56:08 pm,8044 s drexel ave,NA,NA,60619,8044,s,drexel,ave,TRUE,FALSE,NA,sr19-00047537,44,8,12,s041,3,6,631,18,friday,1183549.895,1851653.439,41.74813237,-87.60298944,"(41.74813237406738, -87.60298943587422)",623618,41.74814095,-87.60281412,0,1.562552627,0.602026163,1.48462478,-4.180500972,sound,0,0,0,0,0,0,0,0,0,0,0,0,0.076233784,1.139226963,0.720877357,0.515848602,0.567339842,0.3620436,0.342650796,0.685569079,0.305202621,0.18871205,0.314029691,0.128794971,11.10957285,0,0,0,0,0.028625129,1,0.017552428,1,0.036872196,1,0.74670821,0.770335982,0.832817157
sr19-00075687,building violation,bba,,open,internet,2019-01-16,01/16/2019 07:31:52 pm,,7911 s racine ave,NA,NA,60620,7911,s,racine,ave,FALSE,FALSE,NA,,71,17,11,n041,1,6,612,24,tuesday,1169778.291,1852268.54,41.75012998,-87.65343518,"(41.75012998374393, -87.65343518072105)",616602,41.7501129,-87.65358123,1,-0.255305595,2.047531561,-1.51537522,-3.180500972,unknown,1.098612289,2.397895273,1.609437912,1.945910149,0.693147181,0.693147181,0,0,0,1.098612289,1.098612289,0,0.110977288,1.093943565,0.77279766,0.532518926,0.596180317,0.344459738,0.410099794,0.84901927,0.345320028,0.400550585,0.233052306,0.155282175,25.10957285,2.772588722,0,3.80666249,0,0.422625874,1,0.967214873,1,0.264712492,1,0.998602067,0.998435893,0.996628758
sr19-00084175,no building permit and construction violation,bbd,,completed,phone call,2019-01-18,01/22/2019 06:16:31 pm,01/22/2019 06:16:28 pm,4442 n kimball ave,NA,NA,60625,4442,n,kimball,ave,FALSE,FALSE,NA,,14,35,2,h011,2,17,1723,20,friday,1152838.507,1929492.333,41.96239169,-87.71346768,"(41.96239168704766, -87.71346767597129)",124910,41.96238382,-87.71346189,0,0.484798569,-0.010820509,0.48462478,-17.18050097,sound,2.48490665,0.693147181,0,0.693147181,0.693147181,0,0,1.386294361,0,2.079441542,0,0,3.193786527,0.391571824,0.960319902,0.19870809,0.545216856,0.138572747,0.246385727,0.534143341,0.266379576,0.743002153,0.464318671,0.021839434,4.109572851,0,0,0,0,0.022483308,0,0.008998897,0,0.021573923,0,0.649014904,0.560818404,0.650978865
sr19-00064101,building violation,bba,,open,phone call,2019-01-14,01/14/2019 07:20:18 pm,,1226 w arthur ave,NA,NA,60626,1226,w,arthur,ave,FALSE,FALSE,NA,,1,49,2,m006,3,24,2432,12,tuesday,1166740.193,1943550.199,42.00067954,-87.66195165,"(42.000679543705765, -87.66195164847137)",20373,42.00053624,-87.66186614,0,0.461204359,0.18196867,0.48462478,-8.180500972,sound,0.693147181,0,0,0,0,0,0,0,0,1.098612289,0,0,2.826802953,0.618682567,1.878762067,0.391822828,0.765758092,0.322827939,0.389551391,0.404599659,0.38330494,1.257240204,0.810902896,0.012208972,-9.890427149,0,0,0,0,0.022141127,0,0.009657286,0,0.017285533,0,0.642195565,0.590885392,0.534273251
sr19-00064106,building violation,bba,,open,phone call,2019-01-14,01/14/2019 07:21:28 pm,,5454 s dorchester ave,NA,NA,60615,5454,s,dorchester,ave,FALSE,FALSE,NA,,41,5,12,t034,3,2,234,19,monday,1186405.219,1869279.85,41.79643381,-87.59196995,"(41.79643381232988, -87.59196995397554)",474854,41.79642597,-87.59196422,0,0.298800537,-0.237891253,0.48462478,-41.18050097,sound,0,0,0,0,0,0,0,0,0.693147181,0,0,0,0.528961225,1.068453806,1.526567736,0.597415031,0.821445668,0.164672092,0.193393968,0.361895644,0.197223552,0.547151747,0.321206319,0.022020105,-34.89042715,0,0,0,0,0.019209207,0,0.012716259,0,0.021199731,0,0.572753804,0.689984941,0.640208755
sr18-00238476,no building permit and construction violation,bbd,,completed,phone call,2018-12-27,01/16/2019 11:19:04 pm,01/14/2019 07:41:59 pm,6838 s ridgeland ave,NA,NA,60649,6838,s,ridgeland,ave,FALSE,FALSE,NA,,43,5,12,u038,3,3,332,17,monday,1188969.792,1859834.34,41.770446,-87.582863,"(41.770446, -87.582863)",562093,41.77041471,-87.58271479,0,1.832514213,0.905504121,1.48462478,-14.18050097,sound,0,0,0,0,0,0,0,0,0.693147181,0,0,0,0.229452055,1.484961286,1.128499107,0.702352591,0.709350804,0.402173913,0.535586659,0.745235259,0.432846933,0.254318046,0.355122096,0.171083979,6.109572851,1.945910149,0,0,0,0.15293858,1,0.380229329,1,0.191994993,1,0.977651763,0.970591473,0.990150075
sr19-00064181,building violation,bba,,open,phone call,2019-01-14,01/14/2019 07:34:16 pm,,1853 w estes ave,NA,NA,60626,1853,w,estes,ave,FALSE,FALSE,NA,,1,49,2,l005,2,24,2424,3,monday,1162360.492,1947316.834,42.01110839,-87.67795762,"(42.011108392890954, -87.6779576150226)",8207,42.01110052,-87.67795184,0,0.47016604,0.134965991,0.48462478,-13.18050097,sound,2.079441542,0,0,0,1.098612289,0.693147181,0,1.386294361,0,0,0,0,2.826802953,0.618682567,1.878762067,0.391822828,0.765758092,0.322827939,0.389551391,0.404599659,0.38330494,1.257240204,0.810902896,0.012208972,-9.890427149,0,0,0,0,0.023070604,0,0.008658032,0,0.020067265,0,0.660206678,0.543282962,0.6167887
sr19-00064196,building violation,bba,,open,phone call,2019-01-14,01/14/2019 07:36:26 pm,,6242 w belmont ave,NA,NA,60634,6242,w,belmont,ave,FALSE,FALSE,NA,,19,36,3,a014,3,16,1633,24,wednesday,1134032.943,1920680.581,41.9385638,-87.7828174,"(41.93856379930402, -87.78281739633141)",216850,41.93847304,-87.78278244,0,0.621764424,0.682835017,0.48462478,28.81949903,sound,3.33220451,0,0,0,0,0,0,0.693147181,0.693147181,1.098612289,0,0,0.418301745,0.509977457,0.672288553,0.210069299,0.605994823,0.167821658,0.217249729,0.517909326,0.096184353,0.272188361,0.374050263,0.014360858,-20.89042715,0,0,0,0,0.024978841,0,0.018481045,1,0.040923094,1,0.694128888,0.780470478,0.849299476
sr19-00064210,no building permit and construction violation,bbd,,completed,internet,2019-01-14,01/15/2019 01:55:53 pm,01/15/2019 01:55:52 pm,3633 w shakespeare ave,NA,NA,60647,3633,w,shakespeare,ave,FALSE,FALSE,NA,,22,35,3,g017,2,25,2525,3,monday,1151668.942,1913967.794,41.91981427,-87.71817733,"(41.91981426958852, -87.71817733029447)",279520,41.91990425,-87.71810555,1,0.220291337,0.731358938,1.48462478,-2.180500972,needs minor repair,0.693147181,0.693147181,0.693147181,0.693147181,0,0,0,0,0,1.098612289,0,0,4.433376233,0.603432003,0.998198198,0.324066924,0.509309309,0.159330759,0.244530245,0.642728443,0.342857143,1.062548263,0.415444015,0.032175032,-25.89042715,1.098612289,0,2.079441542,0,0.067518297,1,0.237340935,1,0.110582044,1,0.921115439,0.951115958,0.959981305
sr19-00064316,building violation,bba,,open,phone call,2019-01-14,01/14/2019 07:53:52 pm,,7258 s artesian ave,NA,NA,60629,7258,s,artesian,ave,FALSE,FALSE,NA,,66,18,11,j039,3,8,835,48,thursday,1161200.667,1856219.64,41.76115409,-87.68475839,"(41.76115409447511, -87.68475839408535)",588479,41.76114626,-87.68475264,0,-0.294526308,1.347501503,-1.51537522,-4.180500972,unknown,0,0,0,0,0,0,0,0,0,0,0,0,1.471933086,0.877788104,0.649814126,0.409572491,0.428438662,0.205204461,0.299628253,0.895167286,0.255576208,0.411895911,0.350185874,0.11802974,31.10957285,1.791759469,0,0,0,0.076351069,1,0.151114399,1,0.110363423,1,0.93217012,0.930867736,0.959783975
sr19-00064377,no building permit and construction violation,bbd,,open,phone call,2019-01-14,01/14/2019 08:04:37 pm,,3801 w 26th st,NA,NA,60623,3801,w,26th,st,FALSE,FALSE,NA,,30,22,8,g028,3,10,1031,25,friday,1151398.751,1886365.571,41.84407612,-87.71989497,"(41.84407611496808, -87.7198949730678)",397783,41.84420701,-87.71973394,0,1.26361831,1.380503555,1.48462478,-0.180500972,sound,4.418840608,1.945910149,2.079441542,1.386294361,0,0,0,0,0,0.693147181,0,0,5.013205155,0.70832453,0.774878513,0.370800761,0.601521234,0.106169449,0.282484682,0.59011198,0.176526516,0.384956687,0.322945278,0.046693429,47.10957285,2.197224577,0,2.197224577,0,0.203392656,1,0.674422154,1,0.148434967,1,0.988045905,0.988947396,0.979469284
sr19-00064412,building violation,bba,,open,phone call,2019-01-14,01/14/2019 08:09:24 pm,,1305 w early ave,NA,NA,60660,1305,w,early,ave,FALSE,FALSE,NA,,77,48,2,m008,1,20,2013,1,wednesday,1166328.969,1938459.404,41.98671912,-87.66361093,"(41.98671911947834, -87.66361092504182)",49452,41.98678668,-87.66353835,1,0.296034284,-0.07866392,0.48462478,-27.18050097,sound,0.693147181,0,0,0,0,0,0.693147181,0.693147181,0,0,0,0,2.094579523,0.485166183,1.521748829,0.336381887,0.82244033,0.217265224,0.26611644,0.39192505,0.212357796,0.952264109,0.56859246,0.016952933,-29.89042715,0,0,0,0,0.013360281,0,0.005686944,0,0.01415991,0,0.324395285,0.242835333,0.382794828
sr19-00064416,no building permit and construction violation,bbd,,completed,phone call,2019-01-14,01/17/2019 03:22:40 pm,01/17/2019 03:22:38 pm,8242 s racine ave,NA,NA,60620,8242,s,racine,ave,FALSE,FALSE,NA,,71,21,11,m041,1,6,613,54,tuesday,1169752.629,1849949.223,41.74376602,-87.65359636,"(41.74376601966261, -87.65359635507849)",642612,41.74375819,-87.65359061,1,0.587862872,0.706523089,1.48462478,-0.180500972,needs minor repair,0,0,1.098612289,0,0,0,0,0,0,0,0,0,0.110977288,1.093943565,0.77279766,0.532518926,0.596180317,0.344459738,0.410099794,0.84901927,0.345320028,0.400550585,0.233052306,0.155282175,25.10957285,0,0,0,0,0.038851922,1,0.022243056,1,0.050443669,1,0.83788129,0.810979903,0.87902477
sr19-00084201,building violation,bba,,open,phone call,2019-01-18,01/18/2019 02:47:29 pm,,1252 w granville ave,NA,NA,60660,1252,w,granville,ave,FALSE,FALSE,NA,,77,48,2,m007,3,24,2433,45,tuesday,1166596.025,1941404.471,41.99479472,-87.66254385,"(41.99479472084984, -87.66254385268998)",31188,41.99478685,-87.66253808,0,0.615075436,0.189071764,0.48462478,-33.18050097,sound,0,0,0,0,0,0,0,0,0,0,0,0,2.094579523,0.485166183,1.521748829,0.336381887,0.82244033,0.217265224,0.26611644,0.39192505,0.212357796,0.952264109,0.56859246,0.016952933,-29.89042715,0,0,0,0,0.015548647,0,0.006990726,0,0.014391681,0,0.441850756,0.420173443,0.394753077
sr19-00064480,building violation,bba,,open,phone call,2019-01-14,01/17/2019 04:43:05 pm,,5958 n oconto ave,NA,NA,60631,5958,n,oconto,ave,FALSE,FALSE,NA,,10,41,1,x108,1,16,1612,20,monday,1126887.065,1939206.661,41.98952434,-87.8086638,"(41.98952433664605, -87.80866380142554)",45080,41.98903676,-87.80848575,0,-0.451180118,-0.111858928,0.48462478,-4.180500972,sound,0,0,0,0,0,0,0,0,0,0,0,0,0.106664489,0.457611892,0.936295328,0.213165632,0.511760862,0.313214636,0.180169879,0.488075792,0.098578896,0.183763476,0.174861156,0.007595557,-27.89042715,0.693147181,0,0,0,0.014479866,0,0.01289977,0,0.033793044,1,0.387248273,0.694214052,0.815819702
sr19-00064552,building violation,bba,,open,phone call,2019-01-14,01/14/2019 08:35:01 pm,,7351 s morgan st,NA,NA,60621,7351,s,morgan,st,FALSE,FALSE,NA,,68,17,11,n039,3,7,733,28,thursday,1170999.75,1855877.081,41.76000572,-87.64885401,"(41.7600057166847, -87.6488540090573)",591762,41.75998675,-87.64898443,0,0.43463131,-0.172342926,0.48462478,-2.180500972,needs minor repair,0,0,0,0,0,0.693147181,0,1.791759469,0,1.098612289,0,0,0.208854088,1.055865081,0.55609095,0.594338202,0.437735281,0.306128595,0.264418009,0.687547056,0.373136576,0.588164433,0.159162777,0.404908899,45.10957285,0,0,0,0,0.037976047,1,0.020378255,1,0.035659249,1,0.832304097,0.797413927,0.826709249
sr19-00064576,building violation,bba,,open,phone call,2019-01-14,01/14/2019 08:37:56 pm,,2655 n major ave,NA,NA,60639,2655,n,major,ave,FALSE,FALSE,NA,,19,30,3,b016,1,25,2514,10,thursday,1137989.941,1917299.136,41.9292141,-87.76835617,"(41.929214103208444, -87.76835616470584)",251854,41.92920625,-87.76835037,0,-0.117077716,-0.189116281,0.48462478,-2.180500972,sound,0,0,0,0,0,0,1.098612289,0,0,0,0,0,2.393386804,0.503253632,0.763998184,0.250680993,0.467236683,0.126437651,0.271035109,0.623940678,0.186289346,0.479267554,0.413438257,0.034200969,21.10957285,0,0,0,0,0.012766033,0,0.006019243,0,0.014483523,0,0.289521732,0.293175469,0.400183829
sr19-00064587,building violation,bba,,open,phone call,2019-01-14,01/14/2019 08:39:19 pm,,5247 w congress pkwy,NA,NA,60644,5247,w,congress,pkwy,FALSE,FALSE,NA,,25,29,6,c023,2,15,1522,3,wednesday,1141308.009,1897101.186,41.87372793,-87.75666202,"(41.87372792693857, -87.75666201880834)",365862,41.87381175,-87.75670774,0,0.433022299,-0.231319255,0.48462478,-20.18050097,needs minor repair,0,0,0,0,0,0,0,0.693147181,0,0,0,0.693147181,0.291315906,0.830305716,0.749556934,0.490031015,0.603289765,0.423072663,0.392334958,0.970591493,0.283285335,0.446665928,0.294915817,0.117634027,24.10957285,2.197224577,0.693147181,0,0,0.093799284,1,0.186835085,1,0.084908575,1,0.948401101,0.940507867,0.93623929
sr19-00064622,no building permit and construction violation,bbd,,open,phone call,2019-01-14,01/14/2019 08:45:06 pm,,5743 w roscoe st,NA,NA,60634,5743,w,roscoe,st,FALSE,FALSE,NA,,15,36,3,b014,3,16,1633,17,wednesday,1137302.417,1921948.807,41.9419857,-87.77077053,"(41.941985701813245, -87.77077052500405)",201777,41.94197784,-87.77076473,0,-0.468879695,-0.177735928,-0.51537522,-1.180500972,sound,0,0,0.693147181,0,0,0,0,1.386294361,0,0,0,0,1.167142559,0.613831047,0.733407619,0.302040532,0.560554356,0.20871927,0.268403092,0.536736542,0.154328296,0.477749147,0.436729577,0.013162476,-13.89042715,0,0,0,0,0.010814123,0,0.004947119,0,0.012629868,0,0.175385574,0.130248741,0.263045126
sr19-00064676,no building permit and construction violation,bbd,,open,phone call,2019-01-14,01/14/2019 08:52:33 pm,,600 w sheridan rd,NA,NA,60613,600,w,sheridan,rd,FALSE,FALSE,NA,,6,46,4,o013,2,19,1925,28,friday,1171448.455,1926244.699,41.95309027,-87.64514244,"(41.95309026956729, -87.6451424430253)",154196,41.9530824,-87.64513668,0,0.436237736,1.869704918,23.48462478,30.81949903,sound,1.386294361,2.079441542,3.218875825,2.48490665,2.079441542,0.693147181,0,0,1.098612289,1.386294361,0.693147181,0,2.548883428,0.524308153,0.993268512,0.228870606,0.636179079,0.098728497,0.189870713,0.503899989,0.308259429,1.360188054,0.256544503,0.009936959,-43.89042715,0,0,2.944438979,0,0.104715945,1,0.752979695,1,0.065189971,1,0.956130238,0.991961365,0.9090471
